date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:49	80896/80896	---M-Z	200	added ('OK')	text/html	etag:%2213c00-5e8b50c8c0858-gzip%22	https://themesbrand.com/veltrix/layouts/index.html	C:/admin/admin/themesbrand.com/veltrix/layouts/index.html	(from )
15:08:56	31/31	---M--	200	added ('OK')	text/plain	etag:%221f-5ccf82d636e40%22	https://themesbrand.com/robots.txt		(from )
15:08:58	11512/11512	---M-Z	200	added ('OK')	text/css	etag:%222cf8-5c292b3ba1d2d-gzip%22	https://themesbrand.com/veltrix/layouts/assets/libs/chartist/chartist.min.css	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/libs/chartist/chartist.min.css	(from https://themesbrand.com/veltrix/layouts/index.html)
15:08:58	265612/265612	---M-Z	200	added ('OK')	text/css	etag:%2240d8c-5e8b50c8adf78-gzip%22	https://themesbrand.com/veltrix/layouts/assets/css/bootstrap.min.css	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/css/bootstrap.min.css	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:00	3829/3829	---M--	200	added ('OK')	image/png	etag:%22ef5-5c292b3b82922%22	https://themesbrand.com/veltrix/layouts/assets/images/logo-sm.png	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/logo-sm.png	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:01	8350/8350	---M--	200	added ('OK')	image/png	etag:%22209e-5c292b3b82922%22	https://themesbrand.com/veltrix/layouts/assets/images/logo-dark.png	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/logo-dark.png	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:01	66487/66487	---M-Z	200	added ('OK')	text/css	etag:%22103b7-5e8b50c8ac038-gzip%22	https://themesbrand.com/veltrix/layouts/assets/css/app.min.css	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/css/app.min.css	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:01	111690/111690	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221b44a-5c292b3b7eaa1%22	https://themesbrand.com/veltrix/layouts/assets/images/favicon.ico	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/favicon.ico	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:02	7055/7055	---M--	200	added ('OK')	image/png	etag:%221b8f-5c292b3b82922%22	https://themesbrand.com/veltrix/layouts/assets/images/logo-light.png	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/logo-light.png	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:02	2323/2323	---M--	200	added ('OK')	image/jpeg	etag:%22913-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/us_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/us_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:04	411819/411819	---MCZ	200	added ('OK')	text/css	etag:%22648ab-5d831234c0f23-gzip%22	https://themesbrand.com/veltrix/layouts/assets/css/icons.min.css	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/css/icons.min.css	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:04	1536/1536	---M--	200	added ('OK')	image/jpeg	etag:%22600-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/germany_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/germany_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:04	1543/1543	---M--	200	added ('OK')	image/jpeg	etag:%22607-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/italy_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/italy_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:05	1546/1546	---M--	200	added ('OK')	image/jpeg	etag:%2260a-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/french_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/french_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:05	2006/2006	---M--	200	added ('OK')	image/jpeg	etag:%227d6-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/spain_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/spain_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:06	1475/1475	---M--	200	added ('OK')	image/jpeg	etag:%225c3-5c292b3b7fa41%22	https://themesbrand.com/veltrix/layouts/assets/images/flags/russia_flag.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/flags/russia_flag.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:06	3825/3825	---M--	200	added ('OK')	image/jpeg	etag:%22ef1-5c292b3b87744%22	https://themesbrand.com/veltrix/layouts/assets/images/users/user-4.jpg	C:/admin/admin/themesbrand.com/veltrix/layouts/assets/images/users/user-4.jpg	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:08	49924/49924	---M-Z	200	added ('OK')	text/html	etag:%22c304-5e8b50c8baa98-gzip%22	https://themesbrand.com/veltrix/layouts/calendar.html	C:/admin/admin/themesbrand.com/veltrix/layouts/calendar.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:08	52829/52829	---M-Z	200	added ('OK')	text/html	etag:%22ce5d-5e8b50c8bba38-gzip%22	https://themesbrand.com/veltrix/layouts/email-read.html	C:/admin/admin/themesbrand.com/veltrix/layouts/email-read.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:08	73313/73313	---M-Z	200	added ('OK')	text/html	etag:%2211e61-5e8b50c8bba38-gzip%22	https://themesbrand.com/veltrix/layouts/email-inbox.html	C:/admin/admin/themesbrand.com/veltrix/layouts/email-inbox.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:09	47515/47515	---M-Z	200	added ('OK')	text/html	etag:%22b99b-5e8b50c8bba38-gzip%22	https://themesbrand.com/veltrix/layouts/email-compose.html	C:/admin/admin/themesbrand.com/veltrix/layouts/email-compose.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:09	55289/55289	---M-Z	200	added ('OK')	text/html	etag:%22d7f9-5e8b50c8c6618-gzip%22	https://themesbrand.com/veltrix/layouts/ui-alerts.html	C:/admin/admin/themesbrand.com/veltrix/layouts/ui-alerts.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:09	61917/61917	---M-Z	200	added ('OK')	text/html	etag:%22f1dd-5e8b50c8c6618-gzip%22	https://themesbrand.com/veltrix/layouts/ui-buttons.html	C:/admin/admin/themesbrand.com/veltrix/layouts/ui-buttons.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:09	62757/62757	---M-Z	200	added ('OK')	text/html	etag:%22f525-5e8b50c8c6618-gzip%22	https://themesbrand.com/veltrix/layouts/ui-cards.html	C:/admin/admin/themesbrand.com/veltrix/layouts/ui-cards.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:09	53475/53475	---M-Z	200	added ('OK')	text/html	etag:%22d0e3-5e8b50c8c6618-gzip%22	https://themesbrand.com/veltrix/layouts/ui-carousel.html	C:/admin/admin/themesbrand.com/veltrix/layouts/ui-carousel.html	(from https://themesbrand.com/veltrix/layouts/index.html)
15:09:10	78299/78299	---M-Z	200	added ('OK')	text/html	etag:%22131db-5e8b50c8c75b8-gzip%22	https://themesbrand.com/veltrix/layouts/ui-dropdowns.html	C:/admin/admin/themesbrand.com/veltrix/layouts/ui-dropdowns.html	(from https://themesbrand.com/veltrix/layouts/index.html)
